"#","No.","Name","Category","Laps","Lead","Lap Tm","Spd","Elapsed Tm","Passing Tm","Hits","Strength","Noise","Photocell Time","Transponder","Backup Tx","Backup Passing Tm"
"57","184","Mark Shilton","Senior","2","2","8:07.536","10.3","15:34.480","14:19:55.917","84","166","18","","384","0",""
"58","162","Chris Barr","Senior","2","2","7:56.197","10.6","17:38.684","14:22:00.121","82","151","29","","362","0",""
"59","180","Aaron Outhwaite","Senior","2","2","9:18.925","9.0","18:21.005","14:22:42.442","82","162","22","","380","0",""
"60","174","David Lines","Senior","3","3","6:16.691","13.4","18:43.521","14:23:04.958","84","153","15","","374","0",""
"61","175","Gary MacDonald","Senior","3","3","6:24.098","13.1","19:01.246","14:23:22.683","82","152","26","","375","0",""
"62","193","Ross Young","Senior","2","3","10:06.111","8.3","19:23.954","14:23:45.391","83","149","19","","393","0",""
"63","189","Daniel Whitehead","Senior","3","3","6:34.652","12.8","19:45.926","14:24:07.363","78","166","18","","389","0",""
"64","187","Neil Walker","Senior","3","3","6:38.743","12.6","19:49.432","14:24:10.869","82","151","19","","387","0",""
"65","161","Wayne Barr","Senior","3","3","6:51.885","12.2","20:14.548","14:24:35.985","77","151","19","","361","0",""
"66","173","Scott Lindsay","Senior","3","3","6:51.636","12.2","20:15.876","14:24:37.313","82","150","19","","373","0",""
"67","181","Tom Owens","Senior","3","3","6:55.045","12.1","20:40.908","14:25:02.345","72","150","26","","381","0",""
"68","185","Steven Turbitt","Senior","3","3","7:07.849","11.8","20:46.567","14:25:08.004","83","151","23","","385","0",""
"69","176","John Mackenzie","Senior","3","3","6:57.723","12.1","20:53.620","14:25:15.057","83","171","22","","376","0",""
"70","168","Ian Dunlop","Senior","3","3","7:17.199","11.5","21:10.001","14:25:31.438","77","154","22","","368","0",""
"71","177","Eoghan Maguire","Senior","3","3","7:16.256","11.6","21:13.575","14:25:35.012","84","171","22","","377","0",""
"72","166","Graeme Cross","Senior","3","3","7:13.710","11.6","21:23.308","14:25:44.745","79","152","24","","366","0",""
"73","??","LC-04372","","0","0","","0.0","","14:25:44.760","75","151","24","","323","0",""
"74","172","Andrew Leitch","Senior","2","3","10:39.507","7.9","21:27.265","14:25:48.702","82","151","24","","372","0",""
"75","188","Adam Wallace","Senior","3","3","7:11.291","11.7","21:32.801","14:25:54.238","84","158","24","","388","0",""
"76","191","Barry Wilson","Senior","3","3","7:15.740","11.6","21:41.580","14:26:03.017","82","149","14","","391","0",""
"77","182","Addy Pope","Senior","3","3","7:09.372","11.7","22:04.186","14:26:25.623","81","156","22","","382","0",""
"78","164","Tom Blankenstein","Senior","3","3","7:27.757","11.3","22:10.306","14:26:31.743","82","159","19","","364","0",""
"79","186","Stephen Walker","Senior","3","3","7:35.882","11.1","22:11.340","14:26:32.777","83","149","19","","386","0",""
"80","192","Brian Yates","Senior","3","3","7:35.022","11.1","22:18.652","14:26:40.089","84","151","14","","392","0",""
